Rank,Sourceid,Title,Type,H index
2632,18042,Neuroscience,journal,Q2
2633,19671,Current Topics in Microbiology and Immunology,journal,Q1
2634,21100409617,Bulletin of Mathematical Sciences,journal,Q1
2635,75869,Discrete and Continuous Dynamical Systems,journal,Q1
2636,26890,Health Reports,journal,Q1
2637,21100812616,"Proceedings of the 12th European Conference on Computer Systems, EuroSys 2017",conference and proceedings,-
2638,21100897795,Cell Death Discovery,journal,Q2
2639,21100431158,Environmental Evidence,journal,Q1
2640,25150,Applied and Computational Harmonic Analysis,journal,Q1
2641,22552,Cardiovascular Drugs and Therapy,journal,Q1
2642,27891,Earthquake Spectra,journal,Q1
2643,7200153156,IEEE Transactions on Network and Service Management,journal,Q1
2644,28253,Best Practice and Research in Clinical Gastroenterology,journal,Q1
2645,19600157019,IEEE Reviews in Biomedical Engineering,journal,Q1
2646,5100155079,IET Control Theory and Applications,journal,Q1
2647,19700188332,International Journal for Academic Development,journal,Q1
2648,20186,Transfusion,journal,Q1
2649,21100856573,European Heart Journal - Quality of Care and Clinical Outcomes,journal,Q1
2650,21100258853,F1000Research,journal,Q1
2651,5700184957,Methodology,journal,Q1
2652,21100830444,SIAM-ASA Journal on Uncertainty Quantification,journal,Q1
2653,19959,Visual Neuroscience,journal,Q1
2654,23269,"Computers, Environment and Urban Systems",journal,Q1
2655,20598,English for Specific Purposes,journal,Q1
2656,21100926541,Information and Inference,journal,Q1
2657,5700181569,Journal of Gambling Studies,journal,Q1
2658,18593,Microbial Cell Factories,journal,Q1
2659,19700194105,Sustainable Cities and Society,journal,Q1
2660,19700177309,International Journal of Cell Biology,journal,Q2
2661,26662,Pancreatology,journal,Q1
2662,21100442376,Sustainable Materials and Technologies,journal,Q1
2663,23306,American Journal of Physiology - Cell Physiology,journal,Q1
2664,21100854640,"Evolution, Medicine and Public Health",journal,Q1
2665,130152,Frontiers in Zoology,journal,Q1
2666,20885,Health Expectations,journal,Q1
2667,16800154743,Academic Pediatrics,journal,Q1
2668,24580,Animal Behaviour,journal,Q1
2669,22076,Gifted Child Quarterly,journal,Q1
2670,26023,IEEE Journal of Selected Topics in Quantum Electronics,journal,Q1
2671,14033,Psychology of Sport and Exercise,journal,Q1
2672,19700176047,"Cyberpsychology, Behavior, and Social Networking",journal,Q1
2673,24318,Dermatitis,journal,Q1
2674,19196,Surgical Endoscopy,journal,Q1
2675,31445,American Journal of Medicine,journal,Q1
2676,21887,European Journal of Anaesthesiology,journal,Q1
2677,28082,South European Society and Politics,journal,Q1
2678,4700152639,American Museum Novitates,book series,Q1
2679,9700153101,Chinese Journal of International Politics,journal,Q1
2680,25264,Inorganic Chemistry,journal,Q1
2681,18920,Journal of Evolutionary Biology,journal,Q1
2682,25896,Journal of Organic Chemistry,journal,Q1
2683,16192,"Media, Culture and Society",journal,Q1
2684,18406,Biochimica et Biophysica Acta - Biomembranes,journal,Q1
2685,21100199848,Cancer Research and Treatment,journal,Q1
2686,21100286906,Eurasian Mining,journal,Q1
2687,21100872100,European Thyroid Journal,journal,Q1
2688,20814,Harm Reduction Journal,journal,Q1
2689,14014,Psychology and Marketing,journal,Q1
2690,20655,Trends in Cardiovascular Medicine,journal,Q1
2691,28947,Bulletin of the Seismological Society of America,journal,Q1
2692,40107,Journal of Combinatorial Theory - Series A,journal,Q1
2693,25939,Macromolecular Rapid Communications,journal,Q1
2694,24548,Marine and Petroleum Geology,journal,Q1
2695,21100369848,Biomolecular Detection and Quantification,journal,Q1
2696,14400,European Journal of Communication,journal,Q1
2697,21369,Expert Review of Molecular Diagnostics,journal,Q1
2698,29755,Human Factors,journal,Q1
2699,88586,Journal of Agricultural Economics,journal,Q1
2700,26423,Organometallics,journal,Q1
2701,17472,Journal of Banking and Finance,journal,Q1
2702,5200152805,Journal of Hospital Medicine,journal,Q1
2703,21100463834,"Territory, Politics, Governance",journal,Q1
2704,27030,Applied Physics Letters,journal,Q1
2705,21100894555,BJPsych Open,journal,Q1
2706,14230,Cultural Diversity and Ethnic Minority Psychology,journal,Q1
2707,28879,European Journal of Teacher Education,journal,Q1
2708,21100784443,International Journal of Sustainable Energy Planning and Management,journal,Q1
2709,21100777379,Journal of Personalized Medicine,journal,Q1
2710,23109,Journal of Psychopharmacology,journal,Q1
2711,29994,Appetite,journal,Q1
2712,14260,BMC Psychiatry,journal,Q1
2713,21100200805,Scientific Reports,journal,Q1
2714,29256,Clinical and Experimental Metastasis,journal,Q1
2715,28081,Gene Therapy,journal,Q2
2716,21078,Journal of Sport Management,journal,Q1
2717,5400152706,Nanotoxicology,journal,Q1
2718,27947,Geophysical Journal International,journal,Q1
2719,20300195073,Journal of Applied Research in Memory and Cognition,journal,Q1
2720,16714,Journal of Headache and Pain,journal,Q1
2721,18357,Medical Teacher,journal,Q1
2722,19700186911,SIAM Journal on Imaging Sciences,journal,Q1
2723,19900191733,ChemCatChem,journal,Q1
2724,20586,Journal of Food Engineering,journal,Q1
2725,22992,Journal of Retailing and Consumer Services,journal,Q1
2726,19263,Journal of Vegetation Science,journal,Q1
2727,15701,Pediatric Allergy and Immunology,journal,Q1
2728,18487,Cellular Signalling,journal,Q2
2729,23832,Journal of Cardiovascular Electrophysiology,journal,Q1
2730,21100229202,Journal of Materials Chemistry B,journal,Q1
2731,21100840031,Critical Military Studies,journal,Q1
2732,21100199818,Energy Strategy Reviews,journal,Q1
2733,21100381006,Journal of Rock Mechanics and Geotechnical Engineering,journal,Q1
2734,21100368801,IEEE/ACM Transactions on Audio Speech and Language Processing,journal,Q1
2735,19700187515,International Journal of Central Banking,journal,Q1
2736,16088,Journal of Nanobiotechnology,journal,Q1
2737,13985,"Palaeogeography, Palaeoclimatology, Palaeoecology",journal,Q1
2738,21100832688,Synthetic and Systems Biotechnology,journal,Q1
2739,22156,Wear,journal,Q1
2740,21100220372,International Journal of Mobile Learning and Organisation,journal,Q1
2741,19700188222,Journal of Ginseng Research,journal,Q1
2742,30088,Journal of Social Issues,journal,Q1
2743,21100286975,Journal of Animal Science and Biotechnology,journal,Q1
2744,25678,Journal of Research on Adolescence,journal,Q1
2745,14811,Journal of Sustainable Tourism,journal,Q1
2746,20474,Prostate,journal,Q1
2747,28796,Cancer Causes and Control,journal,Q2
2748,4400151750,Foundations and Trends in Theoretical Computer Science,journal,Q1
2749,23825,Journal of Atherosclerosis and Thrombosis,journal,Q1
2750,19700175206,Microbial Biotechnology,journal,Q1
2751,12655,Nuclear Data Sheets,journal,Q1
2752,22890,Political Studies,journal,Q1
2753,21100246534,"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",journal,Q1
2754,20292,Ecological Indicators,journal,Q1
2755,19700175010,Journal of Asthma and Allergy,journal,Q1
2756,16751,Journal of Neurology,journal,Q1
2757,23239,Land Degradation and Development,journal,Q1
2758,17494,Neuroepidemiology,journal,Q1
2759,19367,American Journal of Nephrology,journal,Q1
2760,25802,Communications in Analysis and Geometry,journal,Q1
2761,25337,Neurogastroenterology and Motility,journal,Q1
2762,21926,Decision Sciences,journal,Q1
2763,16521,Journal of Bridge Engineering,journal,Q1
2764,18300156719,Journal of Building Performance Simulation,journal,Q1
2765,130080,Journal of Chemical Information and Modeling,journal,Q1
2766,19700188323,Nutrients,journal,Q1
2767,22738,Philosophy and Public Affairs,journal,Q1
2768,14360,Rhinology,journal,Q1
2769,27562,Archives of Sexual Behavior,journal,Q1
2770,16377,Catalysis Today,journal,Q1
2771,15106,Journal of Inherited Metabolic Disease,journal,Q2
2772,5700191211,World Journal of Emergency Surgery,journal,Q1
2773,17500155126,"Attention, Perception & Psychophysics",journal,Q1
2774,21100228730,JAMA Facial Plastic Surgery,journal,Q1
2775,25004,Natural Language and Linguistic Theory,journal,Q1
2776,16136,Reviews in Environmental Science and Biotechnology,journal,Q1
2777,21100456681,"2015 IEEE Workshop on Automatic Speech Recognition and Understanding, ASRU 2015 - Proceedings",conference and proceedings,-
2778,26913,Advances in Health Sciences Education,journal,Q1
2779,4400151705,Ocean Science,journal,Q1
2780,15300154827,SPE Journal,journal,Q1
2781,10600153347,Brain Imaging and Behavior,journal,Q1
2782,27847,Marine Geology,journal,Q1
2783,23552,Cultural Geographies,journal,Q1
2784,21100798653,FlatChem,journal,Q1
2785,20639,Journal of Management Inquiry,journal,Q1
2786,21100843270,Progress in Earth and Planetary Science,journal,Q1
2787,21100787794,Psoriasis: Targets and Therapy,journal,Q1
2788,29802,Psychology and Aging,journal,Q1
2789,19700183300,Lung Cancer: Targets and Therapy,journal,Q2
2790,14604,Ophthalmic and Physiological Optics,journal,Q1
2791,16005,Journal of Sleep Research,journal,Q1
2792,21052,Marine Structures,journal,Q1
2793,25101,Boreas,journal,Q1
2794,20764,Educational Technology Research and Development,journal,Q1
2795,17700156740,Journal of Diversity in Higher Education,journal,Q1
2796,23371,Journal of Environmental Management,journal,Q1
2797,21100420330,Journal of Modern Power Systems and Clean Energy,journal,Q1
2798,12016,Canadian Journal of Fisheries and Aquatic Sciences,journal,Q1
2799,18455,Cell Cycle,journal,Q1
2800,12869,Cognitive Development,journal,Q1
2801,21100869015,Current Forestry Reports,journal,Q1
2802,19717,Food Microbiology,journal,Q1
2803,19700177034,IEEE Transactions on Affective Computing,journal,Q1
2804,19768,Rheumatic Disease Clinics of North America,journal,Q2
2805,25987,Social Networks,journal,Q1
2806,18291,Socio-Economic Planning Sciences,journal,Q1
2807,14453,Emerging Markets Review,journal,Q1
2808,25879,International Journal of Molecular Sciences,journal,Q1
2809,7000153203,Journal of Studies on Alcohol and Drugs,journal,Q1
2810,5800173376,Biology Direct,journal,Q1
2811,21100936579,Current Opinion in Environmental Science and Health,journal,Q1
2812,23898,Journal of Graph Theory,journal,Q1
2813,16790,Journal of Pain and Symptom Management,journal,Q1
2814,130029,Journal of Sexual Medicine,journal,Q1
2815,26252,Maritime Policy and Management,journal,Q1
2816,6400153153,Plant Methods,journal,Q1
2817,28011,Security Studies,journal,Q1
2818,21100317990,Cancer Medicine,journal,Q1
2819,14937,Digest of Technical Papers - Symposium on VLSI Technology,conference and proceedings,-
2820,20537,Journal of Behavioral Decision Making,journal,Q1
2821,22087,Theoretical Criminology,journal,Q1
2822,27486,Area,journal,Q1
2823,15645,Journal of Health and Social Behavior,journal,Q1
2824,30015,Journal of Multicultural Counseling and Development,journal,Q1
2825,4700152301,Journal of Field Robotics,journal,Q1
2826,20744,LWT - Food Science and Technology,journal,Q1
2827,12719,Journal of Nutritional Biochemistry,journal,Q1
2828,15634,Paediatric and Perinatal Epidemiology,journal,Q1
2829,21100394256,European Journal of Psychotraumatology,journal,Q1
2830,29326,Current Treatment Options in Oncology,journal,Q1
2831,21100229210,Frontiers in Endocrinology,journal,Q1
2832,26929,Stochastic Processes and their Applications,journal,Q1
2833,21100782247,BMJ Open Respiratory Research,journal,Q1
2834,21100884825,International Journal of Bipolar Disorders,journal,Q1
2835,18591,Methods in Cell Biology,journal,Q2
2836,22491,European Management Journal,journal,Q1
2837,18548,Histochemistry and Cell Biology,journal,Q1
2838,5700163567,Episteme,journal,Q1
2839,21100389521,Eye and Brain,journal,Q1
2840,21431,Indoor Air,journal,Q1
2841,23791,Journal d'Analyse Mathematique,journal,Q1
2842,4000152126,Research in the Sociology of Organizations,book series,Q1
2843,21100443787,SSM - Population Health,journal,Q1
2844,16886,Citizenship Studies,journal,Q1
2845,21100932464,Gates Open Research,journal,Q1
2846,21100256982,IEEE Journal of Biomedical and Health Informatics,journal,Q1
2847,26027,IEEE Transactions on Circuits and Systems for Video Technology,journal,Q1
2848,14072,Scandinavian Journal of Statistics,journal,Q1
2849,14490,Wirtschaftsinformatik,journal,Q1
2850,23357,Atmospheric Environment,journal,Q1
2851,19400158619,Journal of Natural Gas Science and Engineering,journal,Q1
2852,26206,Molecular and Cellular Endocrinology,journal,Q1
2853,4100151501,Surgery for Obesity and Related Diseases,journal,Q1
2854,21100787076,"33rd International Conference on Machine Learning, ICML 2016",conference and proceedings,-
2855,16051,American Review of Public Administration,journal,Q1
2856,20051,BioDrugs,journal,Q1
2857,18486,Cellular Physiology and Biochemistry,journal,Q1
2858,21100869398,"Work, Aging and Retirement",journal,Q1
2859,145211,Asia Pacific Journal of Management,journal,Q1
2860,20734,Clinical and Experimental Immunology,journal,Q2
2861,25949,Experimental Hematology,journal,Q1
2862,25175,Infancy,journal,Q1
2863,12115,Journal of Economic and Social Measurement,journal,Q1
2864,14989,Current Neurology and Neuroscience Reports,journal,Q1
2865,5600152809,IET Renewable Power Generation,journal,Q1
2866,25751,Earth Surface Processes and Landforms,journal,Q1
2867,24072,Mikrochimica Acta,journal,Q1
2868,19700173005,Cancer Nanotechnology,journal,Q1
2869,25807,Communications in Nonlinear Science and Numerical Simulation,journal,Q1
2870,21100345623,Global Spine Journal,journal,Q1
2871,20446,International Journal of Engine Research,journal,Q1
2872,29029,Journal of Physics G: Nuclear and Particle Physics,journal,Q1
2873,22222,Parliamentary Affairs,journal,Q1
2874,21100853949,Biomarker Research,journal,Q1
2875,29071,Gerontology,journal,Q1
2876,21100924772,Clinical and Translational Radiation Oncology,journal,Q1
2877,25125,Journal of Analytical Toxicology,journal,Q1
2878,15206,"Journal of the American Academy of Orthopaedic Surgeons, The",journal,Q1
2879,144969,Regional Environmental Change,journal,Q2
2880,25781,Aldrichimica Acta,journal,Q1
2881,23161,Food Quality and Preference,journal,Q1
2882,16973,Pathology,journal,Q1
2883,13877,"European Journal of Mechanics, A/Solids",journal,Q1
2884,14398,International Journal of Solids and Structures,journal,Q1
2885,22427,Journal of Hospital Infection,journal,Q1
2886,27851,Marine Policy,journal,Q1
2887,21100207639,Diabetes and Metabolism Journal,journal,Q1
2888,21100863648,Foundations and Trends in Systems and Control,journal,Q1
2889,27677,Journal of Manufacturing Processes,journal,Q1
2890,12064,Advances in Atmospheric Sciences,journal,Q2
2891,21656,Advances in Genetics,book series,Q1
2892,20489,Annals of Thoracic Surgery,journal,Q1
2893,17600155060,Cell Adhesion and Migration,journal,Q2
2894,31405,Journal of Archaeological Science,journal,Q1
2895,19700182654,Project Management Journal,journal,Q1
2896,19600157309,Journal of Hepato-Biliary-Pancreatic Sciences,journal,Q1
2897,145175,Neurosurgical Focus,journal,Q1
2898,29264,Clinical Colorectal Cancer,journal,Q1
2899,11600153418,Current Protocols in Protein Science,journal,Q1
2900,19700174916,Therapeutic Advances in Gastroenterology,journal,Q1
2901,21100780884,"2016 IEEE 23rd International Conference on Software Analysis, Evolution, and Reengineering, SANER 2016",conference and proceedings,-
2902,19700172804,ACS Chemical Neuroscience,journal,Q1
2903,5800207756,International Journal of Multilingualism,journal,Q1
2904,144953,Journal of Educational Change,journal,Q1
2905,21100853566,Journal of Family and Reproductive Health,journal,Q1
2906,17792,Medical Decision Making,journal,Q1
2907,25842,Publicacions Matematiques,journal,Q1
2908,29452,Aggressive Behavior,journal,Q1
2909,26776,Applied Ocean Research,journal,Q1
