Authors,Author(s) ID,Title,Faculty,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Publication Stage,Access Type,Source,EID
"Wardani N.A., Afiqah N., Azis M.M., Budhijanto W.",57216344420;57216350125;35799405900;57210973965;,Comparison of Biogas Productivity in Thermophilic and Mesophilic Anaerobic Digestion of Bioethanol Liquid Waste,Teknik,2020,IOP Conference Series: Earth and Environmental Science,448,1,12002,,,,,10.1088/1755-1315/448/1/012002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083269147&doi=10.1088%2f1755-1315%2f448%2f1%2f012002&partnerID=40&md5=4d5f2e03d8542ad95942f7c8c3bd39b4,"Chemical Engineering Department, Universitas Gadjah Mada, Jalan Grafika 2, Sleman, Daerah Istimewa Yogyakarta, 55281, Indonesia; Chemical Engineering Department, University Technology Petronas Persiaran UTP, Seri Iskandar, Perak, 32610, Malaysia","Wardani, N.A., Chemical Engineering Department, Universitas Gadjah Mada, Jalan Grafika 2, Sleman, Daerah Istimewa Yogyakarta, 55281, Indonesia; Afiqah, N., Chemical Engineering Department, University Technology Petronas Persiaran UTP, Seri Iskandar, Perak, 32610, Malaysia; Azis, M.M., Chemical Engineering Department, Universitas Gadjah Mada, Jalan Grafika 2, Sleman, Daerah Istimewa Yogyakarta, 55281, Indonesia; Budhijanto, W., Chemical Engineering Department, Universitas Gadjah Mada, Jalan Grafika 2, Sleman, Daerah Istimewa Yogyakarta, 55281, Indonesia",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083269147
"Awaluddin R., Nugrahaningsih D.A.A., Solikhah E.N., Chabib L.",57193923394;57199681519;57000403300;57151391200;,The Effect of Asiatic Acid and Metformin on the Viability Percentage of Mouse Macrophage Cell Lines RAW264.7 and Mouse Fibroblast Cell Lines NIH3T3,Kedokteran,2020,IOP Conference Series: Earth and Environmental Science,448,1,12021,,,,,10.1088/1755-1315/448/1/012021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083248047&doi=10.1088%2f1755-1315%2f448%2f1%2f012021&partnerID=40&md5=689c7aeed6966d183e19a43c580e4d14,"Master Program of Biomedical Science, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Department of Pharmacology and Therapy, Faculty of Medicine, Public Health, and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Department of Pharmacy, Islamic University of Indonesia, Jl. Kaliurang km. 14, 5, Yogyakarta, 55584, Indonesia; Professional Pharmacy Education Program, Islamic University of Indonesia, Jl. Kaliurang km. 14, 5, Yogyakarta, 55584, Indonesia","Awaluddin, R., Master Program of Biomedical Science, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Nugrahaningsih, D.A.A., Department of Pharmacology and Therapy, Faculty of Medicine, Public Health, and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Solikhah, E.N., Department of Pharmacology and Therapy, Faculty of Medicine, Public Health, and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Chabib, L., Department of Pharmacy, Islamic University of Indonesia, Jl. Kaliurang km. 14, 5, Yogyakarta, 55584, Indonesia, Professional Pharmacy Education Program, Islamic University of Indonesia, Jl. Kaliurang km. 14, 5, Yogyakarta, 55584, Indonesia",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083248047
"Dewi E.K., Himam F., Sobirin A.",57202804234;55553648600;57188817157;,Developing Security Climate in Educational Organizations in the Cyber Era,Psikologi,2020,IOP Conference Series: Earth and Environmental Science,448,1,12123,,,,,10.1088/1755-1315/448/1/012123,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083231611&doi=10.1088%2f1755-1315%2f448%2f1%2f012123&partnerID=40&md5=64be2457b2ed525dfe013354e4d3dc5f,"Faculty of Psychology, Diponegoro University, Indonesia; Faculty of Psychology, Gadjah Mada University, Indonesia; Faculty of Economic, Indonesian Islamic University, Indonesia","Dewi, E.K., Faculty of Psychology, Diponegoro University, Indonesia; Himam, F., Faculty of Psychology, Gadjah Mada University, Indonesia; Sobirin, A., Faculty of Economic, Indonesian Islamic University, Indonesia",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083231611
"Chabib L., Trianloka A.M.B., Hidayat A.U.M.J., Awaluddin R., Firmansyah F.",57151391200;57216337205;57216344625;57193923394;57170549800;,Potential Tropical Fruits to Aid Sports Performance and its Prospect to be Developed into Nano supplement,Kedokteran,2020,IOP Conference Series: Earth and Environmental Science,448,1,12019,,,,,10.1088/1755-1315/448/1/012019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083222066&doi=10.1088%2f1755-1315%2f448%2f1%2f012019&partnerID=40&md5=4bcefb67f5ca22f12aa0c4fe92436ddb,"Department of Pharmacy, Islamic University of Indonesia, Kaliurang Km. 14.5, Yogyakarta, 55584, Indonesia; Professional Pharmacy Education Program, Islamic University of Indonesia, Kaliurang Km. 14.5, Yogyakarta, 55584, Indonesia; Department of Pharmacology and Therapy, Faculty of Medicine, Public Health, and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Sekolah Tinggi Ilmu Farmasi (STIFAR) Riau, Kamboja Street, Pekanbaru, 28293, Indonesia","Chabib, L., Department of Pharmacy, Islamic University of Indonesia, Kaliurang Km. 14.5, Yogyakarta, 55584, Indonesia, Professional Pharmacy Education Program, Islamic University of Indonesia, Kaliurang Km. 14.5, Yogyakarta, 55584, Indonesia; Trianloka, A.M.B., Department of Pharmacy, Islamic University of Indonesia, Kaliurang Km. 14.5, Yogyakarta, 55584, Indonesia; Hidayat, A.U.M.J., Professional Pharmacy Education Program, Islamic University of Indonesia, Kaliurang Km. 14.5, Yogyakarta, 55584, Indonesia; Awaluddin, R., Department of Pharmacology and Therapy, Faculty of Medicine, Public Health, and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Firmansyah, F., Sekolah Tinggi Ilmu Farmasi (STIFAR) Riau, Kamboja Street, Pekanbaru, 28293, Indonesia",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083222066
"Danchin M.H., Bines J.E., Watts E., Cowley D., Pavlic D., Lee K.J., Huque H., Kirkwood C., Nirwati H., At thobari J., Dewi Satria C., Soenarto Y., Oktaria V.",7801534665;13605535000;55660604500;7102128547;57163132400;8216469000;57201999389;7005904534;37665791500;6503901953;57215580118;6603281169;55575958200;,"Rotavirus specific maternal antibodies and immune response to RV3-BB rotavirus vaccine in central java and yogyakarta, Indonesia",Kedokteran,2020,Vaccine,38,16,,3235,3242,,,10.1016/j.vaccine.2020.02.087,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081265709&doi=10.1016%2fj.vaccine.2020.02.087&partnerID=40&md5=a8858336f05a321d3a1efb5342c9470a,"RV3 Rotavirus Vaccine Program, Murdoch Children's Research Institute, Parkville, Victoria, Australia; Paediatric Research Office, Child Health Department, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Paediatrics, University of Melbourne, Parkville, Victoria, Australia; Royal Children's Hospital, Parkville, Victoria, Australia; Bill and Melinda Gates Foundation, United States; Department of Microbiology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Pharmacology & Therapy, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia","Danchin, M.H., RV3 Rotavirus Vaccine Program, Murdoch Children's Research Institute, Parkville, Victoria, Australia, Department of Paediatrics, University of Melbourne, Parkville, Victoria, Australia, Royal Children's Hospital, Parkville, Victoria, Australia; Bines, J.E., RV3 Rotavirus Vaccine Program, Murdoch Children's Research Institute, Parkville, Victoria, Australia, Department of Paediatrics, University of Melbourne, Parkville, Victoria, Australia, Royal Children's Hospital, Parkville, Victoria, Australia; Watts, E., RV3 Rotavirus Vaccine Program, Murdoch Children's Research Institute, Parkville, Victoria, Australia; Cowley, D., RV3 Rotavirus Vaccine Program, Murdoch Children's Research Institute, Parkville, Victoria, Australia; Pavlic, D., RV3 Rotavirus Vaccine Program, Murdoch Children's Research Institute, Parkville, Victoria, Australia; Lee, K.J., RV3 Rotavirus Vaccine Program, Murdoch Children's Research Institute, Parkville, Victoria, Australia, Department of Paediatrics, University of Melbourne, Parkville, Victoria, Australia; Huque, H., RV3 Rotavirus Vaccine Program, Murdoch Children's Research Institute, Parkville, Victoria, Australia, Department of Paediatrics, University of Melbourne, Parkville, Victoria, Australia; Kirkwood, C., Bill and Melinda Gates Foundation, United States; Nirwati, H., Paediatric Research Office, Child Health Department, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia, Department of Microbiology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; At thobari, J., Paediatric Research Office, Child Health Department, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia, Department of Pharmacology & Therapy, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Dewi Satria, C., Paediatric Research Office, Child Health Department, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Soenarto, Y., Paediatric Research Office, Child Health Department, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Oktaria, V., Paediatric Research Office, Child Health Department, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia, Department of Paediatrics, University of Melbourne, Parkville, Victoria, Australia",Article,Final,,Scopus,2-s2.0-85081265709
"Trisunaryanti W., Larasati S., Triyono T., Santoso N.R., Paramesti C.",6506869316;57218286390;57209500804;57203096409;57218532075;,Selective production of green hydrocarbons from the hydrotreatment of waste coconut oil over Ni- And NiMo-supported on amine-functionalized mesoporous silica,MIPA,2020,Bulletin of Chemical Reaction Engineering & Catalysis,15,2,,415,431,,,10.9767/bcrec.15.2.7136.415-431,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089415049&doi=10.9767%2fbcrec.15.2.7136.415-431&partnerID=40&md5=cdc30570470c447d725e9dba665aa7e0,"Department of Chemistry, Universitas Gadjah Mada, Yogyakarta, Indonesia","Trisunaryanti, W., Department of Chemistry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Larasati, S., Department of Chemistry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Triyono, T., Department of Chemistry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Santoso, N.R., Department of Chemistry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Paramesti, C., Department of Chemistry, Universitas Gadjah Mada, Yogyakarta, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85089415049
Lele G.,57191032851;,Revisiting the virtues of veto point: political corruption in post-Soeharto Indonesia,Ilmu Sosial dan Politik,2020,Journal of Legislative Studies,26,2,,275,294,,,10.1080/13572334.2020.1738688,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081374110&doi=10.1080%2f13572334.2020.1738688&partnerID=40&md5=8948168befc6781e7b9a92e9eb63eccc,"Department of Public Policy and Management, Faculty of Social and Political Sciences, Universitas Gadjah Mada, Yogyakarta, Indonesia","Lele, G., Department of Public Policy and Management, Faculty of Social and Political Sciences, Universitas Gadjah Mada, Yogyakarta, Indonesia",Article,Final,,Scopus,2-s2.0-85081374110
Wardana A.,57200108301;,Neoliberalizing cultural landscapes: Bali’s agrarian heritage,Hukum,2020,Critical Asian Studies,52,2,,270,285,,1,10.1080/14672715.2020.1714459,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078313100&doi=10.1080%2f14672715.2020.1714459&partnerID=40&md5=8500cbc67bc0a644725bea20aa0eb2e7,"Faculty of Law, Universitas Gadjah Mada, Yogyakarta, Indonesia","Wardana, A., Faculty of Law, Universitas Gadjah Mada, Yogyakarta, Indonesia",Article,Final,,Scopus,2-s2.0-85078313100
"Murni I.K., Sulistyoningrum D.C., Susilowati R., Julia M.",55734483200;54417991500;55595777400;14019743100;,Risk of metabolic syndrome and early vascular markers for atherosclerosis in obese Indonesian adolescents,Kedokteran,2020,Paediatrics and International Child Health,40,2,,117,123,,,10.1080/20469047.2019.1697568,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076463752&doi=10.1080%2f20469047.2019.1697568&partnerID=40&md5=30a5ad32a58744e3df960f701f3585d2,"Department of Child Health, Dr Sardjito Hospital/Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Nutrition and Health, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Histology and Cell Biology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia","Murni, I.K., Department of Child Health, Dr Sardjito Hospital/Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Sulistyoningrum, D.C., Department of Nutrition and Health, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Susilowati, R., Department of Histology and Cell Biology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Julia, M., Department of Child Health, Dr Sardjito Hospital/Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia",Article,Final,,Scopus,2-s2.0-85076463752
"Khoir S., Du J.T.",56331211000;35219973300;,The States of Uncertainty and Confidence of Asian Immigrants during Their Settlement in South Australia,Perpustakaan UGM,2020,Journal of the Australian Library and Information Association,69,2,,149,175,,1,10.1080/24750158.2020.1746062,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084379033&doi=10.1080%2f24750158.2020.1746062&partnerID=40&md5=41927330c270c8ccd06315a1fb0601c6,"Universitas Gadjah Mada, Main Library, Yogyakarta, Indonesia; Universitas Gadjah Mada, Graduate School of Library and Information Management, Yogyakarta, Indonesia; University of South Australia, School of Information Technology and Mathematical Sciences, Adelaide, Australia","Khoir, S., Universitas Gadjah Mada, Main Library, Yogyakarta, Indonesia, Universitas Gadjah Mada, Graduate School of Library and Information Management, Yogyakarta, Indonesia; Du, J.T., University of South Australia, School of Information Technology and Mathematical Sciences, Adelaide, Australia",Article,Final,,Scopus,2-s2.0-85084379033
Yuda T.K.,57201631933;,"The development of “Islamic welfare regime” in South East Asia: Drawing experiences from Brunei Darussalam, Malaysia and Indonesia",Ilmu Sosial dan Politik,2020,International Journal of Sociology and Social Policy,40,3-4,,220,235,,1,10.1108/IJSSP-08-2018-0137,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071695404&doi=10.1108%2fIJSSP-08-2018-0137&partnerID=40&md5=940e05788e328c65a0c58aafcd459a05,"Department of Social Development and Welfare, Gadjah Mada University, Yogyakarta, Indonesia; Department of Development Policy, KDI School of, Public Policy and Management, Sejong, South Korea","Yuda, T.K., Department of Social Development and Welfare, Gadjah Mada University, Yogyakarta, Indonesia, Department of Development Policy, KDI School of, Public Policy and Management, Sejong, South Korea",Article,Final,,Scopus,2-s2.0-85071695404
"Rahayu S., Laraswati D., Pratama A.A., Sahide M.A.K., Permadi D.B., Wibowo W., Widyaningsih T.S., Suprapto E., Andayani W., Maryudi A.",57205487015;57205486085;57203134519;56426498600;54913753600;57216439751;57216432755;57216431872;57194651881;48461414700;,Bureaucratizing non-government organizations as governmental forest extension services in social forestry policy in Indonesia,Kehutanan,2020,Forests Trees and Livelihoods,29,2,,119,129,,1,10.1080/14728028.2020.1753585,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083519242&doi=10.1080%2f14728028.2020.1753585&partnerID=40&md5=6026a404ba7bf9c9ef511f32955ff754,"Sebijak Institute, Faculty of Forestry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Faculty of Forestry, Universitas Hasanuddin, Makassar, Indonesia; CDK VII, Provincial Forest Service of Central Java, Indonesia; Leadership and Policy Innovation Program, The Graduate School, Universitas Gadjah MadaYogyakarta, Indonesia; Volunteers Alliance for Saving the Nature (Arupa), Yogyakarta, Indonesia","Rahayu, S., Sebijak Institute, Faculty of Forestry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Laraswati, D., Sebijak Institute, Faculty of Forestry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Pratama, A.A., Sebijak Institute, Faculty of Forestry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Sahide, M.A.K., Faculty of Forestry, Universitas Hasanuddin, Makassar, Indonesia; Permadi, D.B., Sebijak Institute, Faculty of Forestry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Wibowo, W., CDK VII, Provincial Forest Service of Central Java, Indonesia; Widyaningsih, T.S., Leadership and Policy Innovation Program, The Graduate School, Universitas Gadjah MadaYogyakarta, Indonesia; Suprapto, E., Volunteers Alliance for Saving the Nature (Arupa), Yogyakarta, Indonesia; Andayani, W., Sebijak Institute, Faculty of Forestry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Maryudi, A., Sebijak Institute, Faculty of Forestry, Universitas Gadjah Mada, Yogyakarta, Indonesia",Note,Final,,Scopus,2-s2.0-85083519242
"Prastowo J., Priyowidodo D., Nurcahyo W., Chusnaifah D.L., Wusahaningtyas L.S., Firdausy L.W., Sahara A.",56386020900;57195483635;57211711105;57218286705;57211189497;57207833409;56385550900;,"Lice infestation and diversity in turkeys (Meleagris gallopavo) in the special region of yogyakarta and central Java, Indonesia",Kedokteran Hewan,2020,Veterinary World,13,4,,782,788,,1,10.14202/vetworld.2020.782-788,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087286501&doi=10.14202%2fvetworld.2020.782-788&partnerID=40&md5=4e6111c3ecf913320bb9666a813c2aa7,"Department of Parasitology, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Sains Veteriner Magister Program, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia","Prastowo, J., Department of Parasitology, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Priyowidodo, D., Department of Parasitology, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Nurcahyo, W., Department of Parasitology, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Chusnaifah, D.L., Sains Veteriner Magister Program, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Wusahaningtyas, L.S., Sains Veteriner Magister Program, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Firdausy, L.W., Sains Veteriner Magister Program, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Sahara, A., Department of Parasitology, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85087286501
